"","k","y","u"
"1",1,-0.975300180725753,-9.09941718759874
"2",2,-1.73757963720709,5.61072804912475
"3",3,1.27938379719853,11.2727926528092
"4",4,0.766722145490348,-11.220400212602
"5",5,1.06793573033065,9.37430522397439
"6",6,-1.4564707679674,-20.7674799365123
"7",7,1.07809386961162,30.9959930472936
"8",8,-1.55263567529619,-38.7564687157621
"9",9,-1.20912773255259,29.4099411534715
"10",10,0.993058372288942,-6.16614288011588
"11",11,0.855764335952699,-2.77993271371847
"12",12,1.0688196932897,10.596448174014
"13",13,-0.930265570059419,-25.2470071862581
"14",14,1.26528298016638,39.211597406181
"15",15,-0.628865282982588,-47.0409541319596
"16",16,0.881628124043345,48.0336292133718
"17",17,0.513909532688558,-39.88428669352
"18",18,1.42225040215999,31.5308334532942
"19",19,-1.98402224946767,-37.1220250875887
"20",20,0.935328869149089,40.2418718793829
"21",21,0.506880484521389,-26.5044093283702
"22",22,1.89375184196979,17.7220590543441
"23",23,-0.225428934209049,-14.8145747441429
"24",24,-0.787719551473856,-0.294779451276247
"25",25,-1.94737287145108,3.84678373260934
"26",26,-0.956486635841429,-7.45373646951615
"27",27,-0.124516122043133,17.1522983779523
"28",28,-0.11080320738256,-18.1720298982761
"29",29,-0.897274262271821,13.9283748445859
"30",30,-1.24534432496876,-15.5509673030965
"31",31,0.560480390675366,23.1127431726463
"32",32,-0.953686978667974,-26.6895957072835
"33",33,-0.0410169214010239,24.0307677924745
"34",34,-0.489155567251146,-19.5518135297489
"35",35,-0.342573937028646,13.6263285909644
"36",36,-0.0955221373587847,-3.62242704315432
"37",37,-0.0893922299146652,-2.9201148089516
"38",38,-1.91281868424267,-2.23489221928066
"39",39,-1.64893883187324,-1.19428739331938
"40",40,1.92727708443999,24.0323525123686
"41",41,1.86302026547492,-24.5702784606787
"42",42,-0.489800445735455,8.1473409298423
"43",43,0.139200292527676,-2.20594203141038
"44",44,-1.746736433357,-8.51390165650785
"45",45,-1.32940930593759,12.0971940218602
"46",46,0.863358546048403,-0.510881721926528
"47",47,1.19265458732843,3.18250341097143
"48",48,-1.99886812828481,-18.882802375182
"49",49,0.213781345635653,27.6689493839609
"50",50,-1.26941606868058,-31.7790830568061
"51",51,1.76589400041848,40.296702099417
"52",52,0.596409196034074,-36.9145188200636
"53",53,-1.99398325104266,11.8080940265084
"54",54,-1.45363419409841,2.00700792952658
"55",55,-0.584744776599109,-5.75980365588632
"56",56,1.32065992616117,21.5300987333626
"57",57,-0.623582661151886,-35.1101880004356
"58",58,-0.299811613745987,35.7675648769743
"59",59,1.7293025944382,-19.9514849325235
"60",60,-0.674465754069388,1.0674471972274
"61",61,1.44368923455477,14.9683143758137
"62",62,-1.40677877608687,-32.9350708274597
"63",63,-0.817569375038147,34.0627824190361
"64",64,0.14002740662545,-23.6056733529126
"65",65,-1.52817941177636,8.59435764275486
"66",66,-1.45106740761548,-2.17986901047409
"67",67,1.66459555178881,15.1312461803606
"68",68,-1.16517411544919,-25.0873646022912
"69",69,0.73598082922399,28.1694753946858
"70",70,-1.11814998090267,-30.6969625084765
"71",71,-1.42595869582146,18.4558227800677
"72",72,1.78058835212141,10.2614578290351
