"","coeff","V1","V2","V3"
"1",0.737142077559923,1001,0,0
"2",0.242392158410878,1002,0,0
"3",-0.329110952849171,1003,0,0
"4",0.320012116701348,1004,0,0
"5",0.175057837660773,2000,0,0
"6",0.197454993144441,2001,0,0
"7",0.0485370468789936,2002,0,0
"8",0.0493545347330005,2003,0,0
"9",0.0593128837729448,2004,0,0
