"","coeff","V1","V2","V3"
"1",0.349294305082178,1001,0,0
"2",0.64524738612733,1002,0,0
"3",-0.0220658178890185,1004,0,0
"4",0.172076002268957,2000,0,0
"5",0.263352771352637,2001,0,0
"6",0.103248844127284,2002,0,0
"7",-0.0118352059789849,2003,0,0
