"","coeff","V1","V2","V3"
"1",0.192652507545192,1001,0,0
"2",0.805475500430905,1002,0,0
"3",0.000556597369835701,1003,0,0
"4",0.180977171837538,2000,0,0
"5",0.307152254074164,2001,0,0
"6",0.144402280158906,2002,0,0
