"","k","y","u"
"1",1,0.0771838204984983,0
"2",2,-0.0322353271465379,0
"3",3,0.0836643751242872,0
"4",4,0.0234170467883425,0
"5",5,-0.0222903250151528,0
"6",6,0.0902121238188403,0
"7",7,0.015422297556644,0
"8",8,-0.0266854986279879,0
"9",9,-0.0127932036537443,0
"10",10,0.0438859674668283,0
"11",11,-0.0805722467162735,1.21204493753612
"12",12,1.44114694398158,-0.824158793315291
"13",13,-1.80949279453382,1.5890230583027
"14",14,3.09167754064522,0.393579000607133
"15",15,-2.16597394891804,-1.21896301116794
"16",16,0.231837323539049,1.95284103415906
"17",17,2.11852796161347,1.20251201931387
"18",18,-1.046676145542,-1.03042523935437
"19",19,0.255676965420681,-1.25648756045848
"20",20,-1.35433309390573,-0.347787402570248
"21",21,0.981505746605375,1.63267391640693
"22",22,0.807732419491144,-0.499029328115284
"23",23,-1.23463793505016,-0.0848618689924479
"24",24,1.33822622597597,-0.533155899494886
"25",25,-1.59748389703733,-1.45917477551848
"26",26,-0.138529414298583,1.82056764140725
"27",27,2.13765266334735,-1.20501737482846
"28",28,-3.48884153611095,1.13243743497878
"29",29,4.09786109438614,-0.157458776608109
"30",30,-3.5013616777574,0.12999417912215
"31",31,2.61909382881407,1.64677291270345
"32",32,-0.146206152707718,1.47468962799758
"33",33,0.694310625991866,-0.765112570486963
"34",34,-0.727435194354238,0.769847347401083
"35",35,0.765990923484564,-1.46462828014046
"36",36,-1.61305785604658,-1.40933166071773
"37",37,-0.452219391342268,1.01517635025084
"38",38,2.03288000377417,-1.5664625922218
"39",39,-3.76063204715254,-0.876119992695749
"40",40,2.58279378460705,1.09951455611736
"41",41,-0.95217804153188,-0.163929509930313
"42",42,0.405688360901362,0.610237652435899
"43",43,0.540407779125476,-1.36973956692964
"44",44,-2.13107884945152,0.56867588032037
"45",45,2.53913685817558,0.930992724373937
"46",46,-1.53522544431922,-0.635553768835962
"47",47,0.476337903630705,0.0680882399901748
"48",48,0.00393133815990188,0.109573042951524
"49",49,-0.06270803564774,1.81412198767066
"50",50,2.01978123941639,0.568981303833425
"51",51,-1.53352531738493,1.8978450410068
"52",52,3.15487013898792,0.870382176712155
"53",53,-1.91273720069952,0.618077822029591
"54",54,1.92068060386456,-0.675948522053659
"55",55,-1.95871155777017,-0.988554110750556
"56",56,0.307289408262609,0.958945730701089
"57",57,1.19265442912979,1.82691213395447
"58",58,0.166086880404066,-0.0167866069823503
"59",59,0.225386382737329,-0.975300180725753
"60",60,-1.42405811828796,-1.73757963720709
"61",61,-0.407005670138877,1.27938379719853
"62",62,1.6364049647439,0.766722145490348
"63",63,-0.397508531958112,1.06793573033065
"64",64,1.30176471640887,-1.4564707679674
"65",65,-2.46274073215084,1.07809386961162
"66",66,3.15587958513219,-1.55263567529619
"67",67,-3.86947631233076,-1.20912773255259
"68",68,1.46164157257988,0.993058372288942
"69",69,0.343909496287713,0.855764335952699
"70",70,-0.160006813221916,1.0688196932897
"71",71,1.7608033673298,-0.930265570059419
"72",72,-2.81570261235799,1.26528298016638
"73",73,4.2921541200698,-0.628865282982588
"74",74,-4.23492420992372,0.881628124043345
"75",75,4.47209558451564,0.513909532688558
"76",76,-2.75769902844061,1.42225040215999
"77",77,2.95787140646162,-1.98402224946767
"78",78,-3.77121012538584,0.935328869149089
"79",79,3.52340368492224,0.506880484521389
"80",80,-1.28103063414434,1.89375184196979
"81",81,1.93143366454414,-0.225428934209049
"82",82,-0.753993142796592,-0.787719551473856
"83",83,-0.807427591937523,-1.94737287145108
"84",84,-0.110124001655557,-0.956486635841429
"85",85,-1.46125719823993,-0.124516122043133
"86",86,1.64792701171324,-0.11080320738256
"87",87,-1.64610316299166,-0.897274262271821
"88",88,0.878682855934009,-1.24534432496876
"89",89,-1.94022927600723,0.560480390675366
"90",90,2.24940027320039,-0.953686978667974
"91",91,-2.58860264131201,-0.0410169214010239
"92",92,1.76743653938773,-0.489155567251146
"93",93,-1.77670597510958,-0.342573937028646
"94",94,0.693328346886499,-0.0955221373587847
"95",95,0.0366937247439629,-0.0893922299146652
"96",96,-0.492633287600527,-1.91281868424267
"97",97,-0.89775051714141,-1.64893883187324
"98",98,-1.11423809353687,1.92727708443999
"99",99,3.24208834814465,1.86302026547492
"100",100,-1.21174752508685,-0.489800445735455
"101",101,0.265114829682599,0.139200292527676
"102",102,-0.134754621104787,-1.746736433357
"103",103,-1.67806316274809,-1.32940930593759
"104",104,0.514786087464047,0.863358546048403
"105",105,0.422178942464201,1.19265458732843
"106",106,0.999068939097747,-1.99886812828481
"107",107,-2.42380242722879,0.213781345635653
"108",108,2.59172719072525,-1.26941606868058
"109",109,-3.16884326285426,1.76589400041848
"110",110,4.13570958014797,0.596409196034074
"111",111,-2.55575744685362,-1.99398325104266
"112",112,-0.415313135084068,-1.45363419409841
"113",113,-0.0515043191322651,-0.584744776599109
"114",114,-1.09557959025346,1.32065992616117
"115",115,2.80716519329987,-0.623582661151886
"116",116,-3.55723214482958,-0.299811613745987
"117",117,2.92632740465399,1.7293025944382
"118",118,-0.690263244040544,-0.674465754069388
"119",119,-0.496767894470114,1.44368923455477
"120",120,2.21652718012565,-1.40677877608687
"121",121,-3.75358830609129,-0.817569375038147
"122",122,2.42094661107594,0.14002740662545
"123",123,-1.85803602069367,-1.52817941177636
"124",124,-0.300143283013008,-1.45106740761548
"125",125,-0.695286496930292,1.66459555178881
"126",126,2.04754310317533,-1.16517411544919
"127",127,-2.50002458554009,0.73598082922399
"128",128,2.60623500544292,-1.11814998090267
"129",129,-2.95818027126205,-1.42595869582146
"130",130,0.387292825407054,1.78058835212141
"131",131,2.24737955839829,-1.75603045616299
"132",132,-4.54327282802429,0.327348773367703
"133",133,4.46064141693406,-1.75136128161103
"134",134,-5.73981192466538,-1.40502291265875
"135",135,3.3622629268977,0.267963118851185
"136",136,-1.65435457010437,1.01838978659362
"137",137,1.87839236264395,-1.33836192265153
"138",138,-2.03993878487555,1.60931198485196
"139",139,2.55709197464743,-0.816007141955197
"140",140,-2.19325606269445,-1.65266357734799
"141",141,-0.335592854348935,0.862150220200419
"142",142,2.26835636655862,-0.0300591345876455
"143",143,-2.65478273986775,-0.930600480176508
"144",144,2.04436343940374,-0.655595803633332
"145",145,-2.37805897057243,0.665095780044794
"146",146,2.56002430954802,-1.22174659371376
"147",147,-3.4411662365864,1.3060968471691
"148",148,3.90096900825961,1.83800704311579
"149",149,-1.21549954720351,0.137999248690903
"150",150,0.185781543118914,-1.48932759743184
"151",151,-1.00522171745557,-0.774127010256052
"152",152,-0.471344775399011,-1.63174582552165
"153",153,-0.604743594432054,1.30986603815109
"154",154,1.56268120111784,0.0639290418475866
"155",155,-0.646263819789986,0.984188447706401
"156",156,1.39097784068384,-0.629632695578039
"157",157,-1.45644415721835,-1.5868421299383
"158",158,-1.0257638536508,-0.809904218651354
"159",159,0.323190071096647,-0.242385389283299
"160",160,-0.993267650895947,-0.467718472704291
"161",161,0.641725045171446,1.03425132017583
"162",162,0.50728512438058,0.727186886593699
"163",163,0.356467888771456,0.712132973596454
"164",164,0.135466231985525,0.302692787721753
"165",165,-0.0726162276842592,0.498504113405943
"166",166,0.495599891454756,1.85663209296763
"167",167,1.67984393904929,0.310895561240613
"168",168,-1.24038675521424,-1.15635506808758
"169",169,-0.432306997546819,0.489525431767106
"170",170,0.756082290707536,-0.434249405749142
"171",171,-1.31150822040723,1.02769835758954
"172",172,2.08891621114349,0.475881082005799
"173",173,-1.31322736863826,-1.09891555458307
"174",174,-0.190261840801911,-1.59000680968165
"175",175,-1.41090958180463,-1.65827956143767
"176",176,-0.91721079729889,1.22936401795596
"177",177,2.19889753214092,-1.36167168524116
"178",178,-3.64238628523994,-0.558292557485402
"179",179,2.51083226089017,1.33273403346539
"180",180,-0.611500940764685,-1.07140614371747
"181",181,-1.16153612662744,-0.71156822796911
"182",182,0.559278919094327,-0.94443875644356
"183",183,-1.81010031999497,-1.4855132792145
"184",184,0.405114032737757,1.27875143662095
"185",185,0.93555187845825,0.304263370111585
"186",186,-0.634050828164889,0.555470232851803
"187",187,1.04184030669317,1.98192569520324
"188",188,1.08231062915032,-0.542504456825554
"189",189,-1.80609385808753,0.454806552268565
"190",190,1.91105374401802,-0.895467274822295
"191",191,-2.48290470435842,0.759662354364991
"192",192,2.83583879552264,1.51878449320793
"193",193,-0.760425768288339,0.349699140526354
"194",194,0.351663358748569,0.96958879660815
"195",195,1.08120495986418,-0.931403157301247
"196",196,-2.22888121024667,1.95088476408273
"197",197,4.58321719303476,0.767839127220213
"198",198,-3.02135465487277,-0.789944788441062
"199",199,1.67773205288933,1.09991403482854
"200",200,0.143584143876559,-1.10328917670995
"201",201,-1.87231584728783,0.957611825317144
"202",202,2.77325040716921,0.763519710861146
"203",203,-2.12495291642707,-0.548915977589786
"204",204,1.43768242269617,-1.33121262397617
"205",205,-2.32786441883281,-0.879023281857371
"206",206,0.772074401338754,0.901938753202558
"207",207,0.685927849742941,0.7785515030846
