"","coeff","V1","V2","V3"
"1",0.635664890435429,1001,0,0
"2",0.513389680278572,1002,0,0
"3",-0.320938327496331,1003,0,0
"4",0.169775603338166,1004,0,0
"5",0.180846453415435,2000,0,0
"6",0.226556609925459,2001,0,0
"7",0.0452934517106197,2002,0,0
"8",0.0304235857347055,2004,0,0
