"","coeff","V1","V2","V3"
"1",0.192510608891197,1001,0,0
"2",0.80576431395211,1002,0,0
"3",0.180980062253534,2000,0,0
"4",0.307181737078076,2001,0,0
"5",0.144405492186787,2002,0,0
